,Review_Page_Number,Ratings,Title,Posting_Date,Used_For,Review_Body,Whether_Recommended
1941,480,5,Must purchase for real estate agents!!,2021-07-23 21:31:00,3 weeks,Love these. I’m a real estate agent and I feel like this is a necessary purchase for all real estate agents! Makes taking calls on the Go flawless,1
1942,480,5,Satisfied,2020-11-06 16:39:00,3 weeks,Bought it as a gift for my daughter. I picked this model because one does not have to deal with cords getting tangled up and besides other models we have owned in the past seems to bend and break.,1
1943,480,5,Air pods,2022-06-13 17:16:00,3 weeks,"Works great,my daughter loves it. She have no complaints yet.",1
1944,480,5,Great,2022-04-18 12:41:00,1 week,Prefer these over the newer ones so went back and bought them great headphones,1
1945,480,5,Airpods,2021-04-18 09:10:00,1 month,"This was a good deal and great product for my teenager. You can’t go wrong with these, they are compact, the only thing is now she wants to upgrade to newest version.",1
1946,480,1,Garbage,2023-08-01 16:19:00,more than 2 years,"Sit, just sit, utter garbage, dog water, trash, gross",0
1947,480,4,Plastic Airpods-Better than Black Rubber,2020-07-03 10:44:00,2 months,"I have an allergy to black rubber and could NOT wear any other earphones. These seem to work OK for now.  The carrying case that was advertised to put them in, however, is that black soft rubber stuff I cannot use. 

The instructions that came with these were printed so pale, could hardly read. Also, not very explanatory. More instructions for those less ' tech savvy"" would be helpful.",1
1948,480,5,Good,2022-07-08 15:43:00,2 months,Thanks Best Buy really needed this item …. Appreciate,1
1949,480,5,"Apple air pods, love them!",2020-01-03 16:34:00,3 weeks,"Love, love, love them. I don’t know how I survived with the earbuds and cord constantly getting tangled in everything! I had purchased a MacBook Air for my daughter so Best Buy rewarded me with a $90 rewards so these AirPods only cost me $59!",1
1950,480,5,Laptop carrying case,2021-10-01 18:52:00,1 year,Glad I purchased this laptop carrying case   My last laptop had coffee spilled on it when I had it loose in a bag.  It works great,1
1951,480,5,Perfect addition to iPhone or iPad,2020-10-30 19:47:00,Not Available,"I got this for my 23 year old daughter to use with her iPhone and iPad Pro.  She loves them.  I could never her to use her wired earbuds, but she loves these for music and her college zoom classes.",1
1952,480,5,Good for the pricw,2021-01-23 18:17:00,7 months,"I liked the seamless transition between phone calls and music , light weight , good sound and very portable , I have the pros now and those beat these with awesome noise cancellation",1
1953,480,5,Earbuds,2022-06-26 00:10:00,Not Available,"They are Good quality, very easy to carry.   Easy charger",1
1954,480,5,Yes,2022-06-03 15:33:00,3 weeks,Very very very very very very very very very very very very good,1
1955,480,5,AirPods,2022-01-21 16:06:00,1 month,I love them! They arrived on time & before time. These are my second pair because I lost the 1st ones.,1
1956,480,5,Good for work,2020-09-11 16:56:00,Not Available,Glad that I bought these. Needed them for work and since we’re only allowed to have one headphone at a time this worked out for me. When the I had died just put on the other side and the other will charge.,1
1957,480,5,Quality construction,2021-12-17 20:34:00,3 weeks,"What you’d expect from an Apple product. Quality construction, sound isn’t perfect but it’s well above average.",1
1958,480,5,Tuned in,2020-12-26 06:57:00,less than 1 week,This has been the gift of the year!! Everyone has them and now my son does also! Easy to set up and use. I recommend the Apple Care -  teenager’s  have a knack for losing/breaking things.,1
1959,480,5,Airpods,2021-07-31 11:00:00,11 months,Loved them!! Terrible that I lost them but I am definitely getting another pair. They are so convenient and don’t have to worry about the wires.,1
1960,3362,5,good product,2019-04-30 20:41:00,Not Available,"quick delivery ,good price I recommend for my friend",1
1961,3362,5,Great but,2019-05-18 00:21:00,Not Available,Love the new AirPods! So convenient and great sound,1
1962,3362,5,Great gift,2019-05-17 20:31:00,Not Available,Really nice and appreciated gift for my wife ......,1
1963,3362,5,Great option for listening while working out,2019-05-17 18:05:00,Not Available,"Great quality, great battery life, easy to charge!!",1
1964,3362,4,Apple,2021-01-09 01:23:00,1 month,Easy to use. The headphones are very convenient to carry they come in a small charger.,1
1965,3362,5,Apple Air Pods,2019-04-29 08:12:00,Not Available,Air Pods are comfortable and produce excellent sound,1
1966,3362,5,Love em,2019-04-10 14:30:00,Not Available,Super easy to connect and really great sound quality.,1
1967,3362,4,Great product---excellent sound,2019-08-26 08:09:00,3 weeks,"These works great and have excellent sound performance and are ore comfortable than old ones, but still wish they stuck in your ears better",1
1968,3362,5,Love them! Don’t feel restricted without the cords,2019-05-15 17:48:00,Not Available,A great purchase. The sound is amazing and no cords,1
1969,3362,5,Great quality headphones,2019-05-15 17:09:00,Not Available,"Great sound , crisp and quality wireless headphones",1
1970,3362,5,Great freedom,2019-06-01 19:49:00,Not Available,The buds are light and sound is perfect. Thanks!!!,1
1971,3362,5,Works well,2019-04-26 17:38:00,Not Available,Easy to use. Works well. Love these when working out,1
1972,3362,5,Nice product,2019-05-31 17:05:00,Not Available,Works well. Nice sound and pairs easy with iPhone.,1
1973,3362,5,Great,2019-05-31 16:52:00,Not Available,"Awesome sound, love them. Would totally recommend.",1
1974,3362,5,Great Sound,2019-05-31 16:46:00,Not Available,Love these and the sound is great. Would buy more.,1
1975,3362,5,nice,2019-05-30 12:00:00,Not Available,Liked it. I use it every day. good sound quality..,1
1976,3362,4,Air Pods,2021-05-07 16:14:00,1 month,Great sound but do not stay in ears when running. Otherwise good buy.,1
1977,3362,5,Great Product,2019-05-11 16:24:00,Not Available,"A great small Product, Easy to use, easy to set up.",1
1978,3362,4,Excellent sound and chic appearance.,2019-08-09 22:09:00,1 month,These are the most stylistic of the ear buds with great sound.  Stay in your ear relatively easily when working out.  One star off for cost.,1
1979,3362,5,Love them,2019-05-10 16:08:00,Not Available,These earbuds are awesome... the clarity is superb.,1
1980,786,5,Awesome,2021-10-26 03:07:00,1 year,I absolutely love this product and I highly recommend this.,1
1981,786,4,Good but somewhat overrated,2020-10-30 01:49:00,1 month,"The AirPods are very good, but I believe they're a bit overrated because it's an Apple product.  The AirPods are very simple to set up and use.  However, the sound quality of the AirPods is not as good as my JBL ear buds -- which cost less.",1
1982,786,4,Good earphones,2021-05-01 08:57:00,2 weeks,"I bought this for my Android phone.  It pairs easily and is detected as soon as I take it out of it's case.  Only problem is that it falls out of my ears too easily.  Otherwise, they are good earphones.",1
1983,786,5,Amazing !!,2019-08-17 06:22:00,1 month,So easy to Bluetooth it your phone when you first get it and it all you have to do to turn it on and put it up to your ear and it automatically turns on and connects,1
1984,786,4,AirPods,2022-06-08 19:12:00,5 months,Cool earpiece..very convenient. Then over time sound dims but they may need to be cleaned.,1
1985,786,5,Peace and quiet,2021-02-12 16:31:00,1 month,The recipients enjoy them. Everyone enjoys the idea of not having 15 different songs going on at once.,1
1986,786,5,You won’t regret it,2020-12-18 16:30:00,3 weeks,Most of my family already have some but my little brother wanted some for christmas but overall great product!,1
1987,786,5,AirPods,2021-05-02 02:57:00,less than 1 week,Excellent product! I love apple and Best Buy is a hassle free way to buy their products :),1
1988,786,5,Great,2021-08-22 11:34:00,2 weeks,My wife love them. Her old ones had an issue and she bought them again.,1
1989,786,5,I’m happy with my purchase.,2020-12-25 18:18:00,Not Available,I have been wanting this for a long time. And I decided to get it. I’m getting one for my daughter. Love it .,1
1990,786,5,Airpods,2021-02-05 16:53:00,3 weeks,Tried and true - great quality.  Continue to be a fabulous purchase -- no issues - my sons second pair.,1
1991,786,5,Great for all devices,2020-10-12 18:00:00,2 weeks,It's great for all devices that have bluetooth and great for kids and college students that are going to school online.,1
1992,786,5,Happy Wife,2021-02-05 16:23:00,1 month,My wife loves her air pods. I get all my electronics from Best Buy because I know I’m getting the best.,1
1993,786,5,Reliable,2021-11-20 08:52:00,1 year,"Bought for my gf, still work fine till this day. Solid",1
1994,786,5,Awesome,2021-02-05 15:57:00,1 month,"Great headphones. Thought about getting the newer models, I didn’t really need any of the new features.",1
1995,786,5,Airpods are my go to!!!,2019-08-05 13:40:00,1 month,"Ever since I've switched, it's less of a hassle to wrap up my wires, and go. But with airpods, it's just putting the buds in the pods. Perfect way to listen to music!",1
1996,786,5,Totally worth it,2021-06-25 21:39:00,3 weeks,"Even better than I expected. Works perfect, stays in place even in intense cardio",1
1997,786,5,Apple AirPods!,2021-09-13 09:15:00,1 week,My son bought these.  Loves them.  Apple AirPods...need I say more?,1
1998,786,5,Good purchase,2021-09-07 21:21:00,3 weeks,Works great. Solid buy great for zoom and virtual learning/meetings.,1
1999,786,5,Epods,2021-01-15 18:04:00,3 weeks,"The apple ear pods work very well with the iPhone.
It is easy to set up and connect to the phone and iPad.",1
2000,3280,5,Great,2020-03-24 18:56:00,1 month,Easy to use! great use for working out! love them!,1
2001,3280,5,Awesome sound quality,2019-04-26 16:05:00,Not Available,"They fit perfectly in my ears and sound amazing,the battery last forever.",1
2002,3280,5,Great product,2019-07-31 20:27:00,1 month,"Love it., easy to use and of great quality. 
Easy to get connected.",1
2003,3280,5,Work Well,2020-01-06 10:22:00,Not Available,"Very happy with these. Sound quality is good, no issues.",1
2004,3280,5,Great product,2020-02-14 19:11:00,1 month,It is great to have. Sound is clear. Easy to connect.,1
2005,3280,4,great sound,2020-01-17 17:26:00,Not Available,Son loved them - tried them myself and both comfortable and great sound.  Not as comfortable as the AirPod Pros that are padded but a lot more reasonable,1
2006,3280,5,Great airport,2020-02-14 17:51:00,3 weeks,"It’s really useful and easy to use , I really like it",1
2007,3280,5,Great buds,2020-02-01 09:59:00,2 months,Great wireless earbuds with clear sound and good bass.,1
2008,3280,5,Perfect,2020-02-01 06:18:00,1 month,Great sound My granddaughter loves these great to wear,1
2009,3280,5,Excellent sound. Volume is perfect,2020-02-01 05:03:00,1 month,I am very pleased with the airpods The sound is Great!,1
2010,3280,4,Happy with the purchase,2021-09-24 19:31:00,1 month,Happy with the purchase and got it at best price during labour day.,0
2011,3280,5,Very hood,2020-02-26 18:46:00,3 months,"Great clarity, stays in your ear good, can hear well",1
2012,3280,5,Great product,2020-01-31 15:56:00,1 month,Great product! Really enjoy the sound and the wireless,1
2013,3280,5,Great pods,2020-01-31 15:33:00,3 weeks,"Second pair. Great sound, comfortable. Great product..",1
2014,3280,5,Best head set,2019-11-10 14:48:00,1 month,This head set is the best ever. It's easy to use and operate,1
2015,3280,5,Great sound and works great with my phone.,2019-06-28 17:50:00,1 month,Really love the sound quality and how the AirPods work with my phone.,1
2016,3280,5,Great sound!,2019-09-27 17:24:00,1 month,"Great product, great sound ! Light weight and keep battery long",1
2017,3280,5,works great,2020-01-17 16:28:00,1 month,Pretty awesome tech and good price.  My son loves them.,1
2018,3280,5,Great purchase,2020-01-17 16:13:00,1 month,My 13 year old son loves these. Fit and sound is great.,1
2019,3280,5,Good sound.,2020-03-22 09:50:00,1 month,"Good product, Great sound, i recoment this product",1
2020,3168,5,"Great clear, crisp sound.",2020-07-25 15:16:00,3 weeks,Best ear pods out there. Wouldn't purchase any others.,1
2021,3168,5,Excellent sound for the ears,2020-05-09 10:43:00,3 weeks,"I love my AirPods, I need another pair to have just in case .",1
2022,3168,5,Very good,2020-09-05 06:50:00,8 months,Purchased last year and still has very good audio!,1
2023,3168,5,Great sound!,2019-12-27 21:18:00,Not Available,It is a great product! It has a great sound and I love all the functions,1
2024,3168,5,Rich Life,2019-07-29 23:14:00,Not Available,"Im enjoying the rich life as you know with airpods i am now superior, great product",1
2025,3168,5,Awesome,2020-05-20 17:34:00,5 months,Very cool airpods the sound amazing!! Definitely a great buy,1
2026,3168,5,Great AirPods,2020-05-09 06:54:00,1 month,Excellent audio reception! Needed them for a gift to my wife.,1
2027,3168,5,These ear buds are great!,2019-09-10 21:06:00,1 week,Great sound quality and fits comfortably in my ears without fear of falling out.,1
2028,3168,5,Came 70%. Charged!,2019-12-27 16:47:00,Not Available,Great price and love the product! It made for the perfect Christmas gift,1
2029,3168,4,Great AirPods,2021-06-15 11:11:00,1 year,"Great AirPods! Sound quality was really nice, however I did upgrade to the pro & those are 10x better.",1
2030,3168,5,Clean and easy,2019-12-27 15:44:00,1 month,Super easy to set up look good and sound good would definitely recommend,1
2031,3168,5,Great for workouts,2020-06-11 22:50:00,10 months,"Stays in ear, sounds clear and very convenient. Recommend.",1
2032,3168,5,Works great,2020-01-22 02:18:00,Not Available,Works great but for price almost same generic AirPods for much cheaper,0
2033,3168,5,Awesome!,2020-07-25 08:43:00,Not Available,Love them! They work perfect! Easy to use! Recommend!!,1
2034,3168,5,Awesome headphones for anywhere,2019-07-29 15:34:00,3 weeks,These are so simple to connect and use and no cords to get you hung up.  Love them!,1
2035,3168,5,Love these,2020-07-03 18:25:00,3 weeks,"Fit is perfect, sound amazing, looks nice, all very good",1
2036,3168,5,Nice,2020-07-03 14:07:00,1 month,I bought them as a gift for my nephew and he loves them!,1
2037,3168,5,Great Buy,2020-02-03 05:59:00,1 month,This are a good product & I love them they’re a nice gift for my kids,1
2038,3168,5,Very nice,2020-05-08 19:31:00,3 weeks,The sound is very clear. Easy fit in the ears and comfortable,1
2039,3168,4,Purchase,2022-01-15 18:03:00,1 month,"Good quality, good price, I really recommended to purchase.",1
2040,2031,1,faulty air pods in less than a year,2020-07-17 17:30:00,1 month,"Not satisfied at all. Kept waiting for almost 30 min to pick up an item after receiving a text message that item is ready for pick up. I kept telling them I just need to pick up an item, No one listened.",0
2041,2031,5,Perfect for the monet,2021-08-06 18:15:00,1 month,Stay charged for days are extremely comfortable and the sound is awesome. I really love that they connect as soon as you take them out of the case,1
2042,2031,5,Great Biy,2020-06-26 16:29:00,1 month,I decided to purchase these a Mother’s Day gift for myself to see what big deal was. I love these. No wires to deal with and the sound is wonderful. I normally have problems keeping ear buds in my ear but these are great.,1
2043,2031,5,Fantastic Mother's Day Present,2020-06-20 02:14:00,Not Available,Setup is easy as airpods pop up on phone screen to pair right out of the box. Its easy to go in and customize the controls to your liking through the settings on phone. Battery life is fantastic! Makes for the perfect gift,1
2044,2031,5,AirPod,2021-12-24 21:48:00,1 month,"Crisp, clear audio
Excellent wireless charging case design
Solid mic clarity
Hands-free Siri access
Easy pairing",1
2045,2031,4,Sounds good,2019-08-14 06:56:00,3 weeks,Sounds good for the price. Charging is easy and fast. Charge last a long time. Does not fall out of your ears.,1
2046,2031,5,Nice headphones,2020-08-14 15:56:00,1 month,Good deal for the price! For $134 I would say makes more sense to get these than the new ones. They work fine enough and the charging case allows for an additional 24 hours. I can run and do HIIT workouts in them.,1
2047,2031,5,AirPods,2020-09-25 15:54:00,1 month,"Perfect. Love them! Great quality, easy to use and I love that I got the charging case. The battery in each AirPod last hours which is great becuse I usually just wear one a time. So happy with my purchase.",1
2048,2031,1,Last time buying this in best buy,2021-09-03 16:26:00,1 month,It was a horrible. It stop working after a few month. Didn’t put any insurance thinking that the quality was good. I guess not.,0
2049,2031,1,Broke within 3 weeks,2019-06-14 15:42:00,1 month,"I purchased these and 3 weeks later, after maybe using a total of 5 times, the left earbud does not work. I am going to try and return and get a new pair. Hopefully they will work and last. Definitely disappointed with them being how costly they are....",0
2050,2031,5,Awesome!,2020-08-31 04:58:00,4 months,I love these Apple - Airpods w/ charging case! Perfect sound and voice can be heard clearly when making calls. They also re-charge very quickly. I also like how they automatically connect to my phone and i-pad.,1
2051,2031,5,Great sound,2022-04-11 07:15:00,1 month,Great sound. Comfortable and snug enough fit so they dont fall out. Fast charging.,1
2052,2031,5,Amazing product!,2023-03-24 21:11:00,3 weeks,Great for a gift! Bought these for my boyfriend for his birthday and it was a successful present. It’s Apple so it’s quality.,1
2053,2031,5,Angel,2021-05-19 08:15:00,9 months,Awesome sound!!! Its charging time of 20 minutes from 0 to 100 is amazing. I can listen to my music all day long without worries that it will drain power quickly.,1
2054,2031,5,Great Product,2021-08-28 12:31:00,4 months,"Love my Apple AirPods. I don't know why I waited so long to purchase them. I have had no issues, very easy to use and also have great sound.",1
2055,2031,1,Bad,2020-11-06 16:54:00,1 month,I was told this item is relatively stable and stays in out eat but that has not been my experience. My AirPods have fell out of my ears on numerous occasions even while simply walking.,0
2056,2031,5,Surprisingly Good,2019-08-02 21:03:00,1 month,"I wanted wireless earphones to replace Bose plug-ins. These Airpods had a great form factor and seemed unobtrusive so I gave them a try. Sound is terrific. They are lightweight. And battery life is much better than I expected. Plus, the case re-charges in a flash.",1
2057,2031,5,"Light, small, nice quality, good battery life",2020-03-07 08:02:00,3 weeks,"I bought these about a month ago, and I am happy to say that it’s very nice. The sound quality is good and these are light weight and easy to wear. I would recommend to someone who does take meetings for office through these ear phones.",1
2058,2031,5,My earbuds,2021-08-27 16:11:00,1 month,I love my earbuds they’re great the sound of them is very good I do recommend them to everyone and you can’t get a better price then Bestbuy,1
2059,2031,5,great headphones,2022-05-06 19:30:00,1 year,Great headphones. I use them constantly... quick charging and sound great.,1
2060,2637,5,Good buy,2021-04-02 23:41:00,4 months,"Nice sound, stays in ears. Sometimes I forget there in my ear. I love the tap to change songs and pause music.",1
2061,2637,5,Nice Air Pod,2022-01-07 19:07:00,1 year,I use them everyday! They are so clear! I would recommend,1
2062,2637,5,Great,2020-02-01 17:36:00,3 months,I got these for my girlfriend and she loves them. They sound great. They’re light weight and comfortable. They pair extremely fast with her iPhone and don’t lag audio.,1
2063,2637,5,Excellent product from Apple.,2019-10-20 11:06:00,3 months,it is an excellent product . very useful in all the cases. Handsfree makes us so comforatable to be in call while our hands doing something else. the voice is so clear and crisp.,1
2064,2637,5,The best of Apple,2020-07-03 17:42:00,3 months,"The quality and durability , i bought it to use while driving in one side as hand free device .. it’s amazing and easy to use and last all day long .",1
2065,2637,5,Air Pods,2021-12-15 16:34:00,1 year,Music comes through great and calls are clear! Great purchase!,1
2066,2637,5,Necessity,2021-02-17 14:58:00,1 year,"I use my set everyday!

Personally, I wouldn’t spend money on the wireless charger. Save your bucks for a sweet case.",1
2067,2637,5,Sound is great.,2020-06-09 08:21:00,2 months,I love my AirPods. Sound quality is great. Connects instantly to my phone. And was able to pick up right at the store! Very convenient if you move a lot,1
2068,2637,5,AirPods Apple White,2020-12-12 22:54:00,1 week,Great the product is one of the best gifts for Christmas and the Happy Holiday Season!!! Got a very good deal from Best Buy !!!,1
2069,2637,5,Best place to buy electronics,2021-11-26 14:01:00,1 month,"Excellent service, price, quality and product.
I will buy it again",1
2070,2637,5,Very nice,2021-10-18 14:34:00,1 year,Easy to use very reliable. Connects instantly and great microphone quality,1
2071,2637,5,Apple-AirPods love it,2021-01-08 18:51:00,3 weeks,We got the Apple- airpods with charging case for our son for Christmas he absolutely loves them he’s really enjoying them❣️,1
2072,2637,5,Grandaughter Loves These,2020-10-02 17:19:00,1 month,I purchased these for my grandaughter and she loves them!  The sound is clear and concise.  Another fantastic Apple product!  Five Stars!,1
2073,2637,5,Ear buds,2021-12-10 16:06:00,1 month,Great quality and sound. Would highly recommend these to anyone,1
2074,2637,5,Excellent Sound,2020-10-09 23:51:00,3 weeks,The only down fall I have is that the ear phones fall out my ear when bending down working in the yard. Otherwise the ear phone are fine,1
2075,2637,5,Apple Airpods,2021-01-21 23:36:00,1 month,"Excellent product for the value!   Easy to use - plug and play!
Fits in ear better than other products or brands versions",1
2076,2637,5,Awesome sound quality,2021-06-12 08:43:00,1 month,"They are great and sounds amazing, like the feature that you can pause by taping one of the airpod",1
2077,2637,5,Sound and fit great,2020-11-14 09:25:00,1 month,"Like Apple Watch and other Apple branded accessories, these Apple Airpods work great and have cool features integrated with iPhone.",1
2078,2637,5,air pods,2021-08-06 17:02:00,1 month,excellent people to help you find what your looking for and the best deal for your money,1
2079,2637,5,AirPods amazing quality,2021-08-01 00:38:00,11 months,Very good quality very comfortable and small for your ear and have it to my dad as a gift,1
2080,453,4,Good Earbuds and Little Setbacks,2021-08-14 20:21:00,3 weeks,"The airpods came in their appropriate packaging. It was a little tedious trying to get the airpods to connect every time I wanted to listen to music. Also, sometimes they are a little weird at connecting on certain talking apps such as Discord, beyond that the experience has been great so far.",1
2081,453,5,Happy Customer,2022-08-05 16:24:00,3 weeks,So far we haven’t had a issue.  I’m loving my AirPods,1
2082,453,5,My new watch,2022-08-08 12:37:00,3 weeks,This is my first pair of air pods and I love them!!!,1
2083,453,5,airpods,2022-08-02 16:41:00,Not Available,Amazing product and would definitely reccmonden to buy,1
2084,453,5,Love,2021-01-21 02:06:00,8 months,These were 100% the real deal. The shipping was fast. I received them in perfect condition. Will definitely reorder again in the future. Honestly I’ve always had pleasant experiences with Best Buy.,1
2085,453,5,Apple earbud,2021-08-13 15:42:00,3 weeks,Nice earbud and works great. I was 20 ft away and can still hear my music. I just hated the battery life wish it would of just lasted a little bit longer.,1
2086,453,5,Great fit,2021-12-31 17:08:00,3 weeks,"Great product... my wife loves them.... wasnt sure between these or thr pros, but my wife rathers the fitment on these!",1
2087,453,5,I'm a android user and these are king.,2019-12-20 16:27:00,1 month,These airpods are absolutely the best. I feel I reach for these more thn my other earbuds. I'm a android user and they work so well with my device almost as best as with a apple product. I'm not just saying this but these airpods are absolutely king in my book.,1
2088,453,5,AirPods for the win,2022-03-26 19:55:00,1 month,Bought these for my girlfriend and she never takes them off. Perfect for the office or running.,0
2089,453,5,If it ain’t broke.,2021-01-25 17:10:00,less than 1 week,"My AirPods Pro broke, not even 2 years into the time of purchase so I decided to go back to the originals and honestly, I don’t know why I even spent the extra money on pros when these are better!",1
2090,453,5,Perfect for every device,2021-08-21 17:13:00,Not Available,Very good wireless headphones the best ive had. They work perfectly with Samsung devices  the only takeaway is siri but other than that they are awesome,1
2091,453,5,New set,2022-07-15 15:36:00,1 month,They work and synced quickly with my phone. Glad I got them.,1
2092,453,5,"I love  these, but….",2021-11-19 09:55:00,3 months,"Love these! They are so comfortable.
The only issue is that they are not good for voice texting and talking 
Always sounds muffled",1
2093,453,4,Great Intro,2020-05-12 01:36:00,1 week,Loved these when I first bought them. Got these as a gift for a family member. Great introduction to what a wireless experience can feel like. So convenient to have and the case is small enough to put in your pocket and go. Now with announce messages with Siri it’s even better!! Love how you don’t even need to pull your phone out to respond anymore! My Father in Law loves them and I’m sure he’ll want the pro version soon!,1
2094,453,5,Awesome,2022-01-07 16:03:00,3 weeks,Again this was a gift so I hope they liked  them they haven’t said anything about them so I thinking that they are ok,1
2095,453,5,Apple- AirPods,2022-04-08 22:07:00,2 months,My niece loved it. It is a birthday gift for her and now I see her wearing it all the time.,1
2096,453,5,Amazing Quality,2019-06-04 05:38:00,Not Available,My mother got them for my son; he loves them and since his birthday has not gotten them off his ears. I tried them on for a few songs and they feel very natural and the sound quality was pretty amazing. We'll see how they stand to the test of time but otherwise they are great thus far.,1
2097,453,5,Apple products are solid,2020-10-12 21:38:00,5 months,Purchased these for my wife. She loves them. I also purchased a set for my daughter. Its almost like you have to have these if you own an iPhone.  Too bad I own a Samsung. Now I have to find something that compares.,1
2098,453,5,The AirPods,2021-12-26 23:55:00,1 month,Excellent replacement ear buds.  Third set in seven years.  Each set has been great for about 2 to 3 years of heavy use.,1
2099,453,5,PERFECT,2021-10-01 15:50:00,1 month,It is a big help for me specially  I work from home at the same time I have 16 months baby boy so I can easily talk while I’m doing something.,1
2100,112,5,Apple is the best,2023-06-10 07:52:00,3 weeks,"Like always apple surprise me with the quality of the productos, this sound perfect and it has a good price knowing the common prices. Excellent purchase.",1
2101,112,5,Moderate,2023-06-22 18:21:00,more than 2 years,This airpods is good. But it seems like this is the trial and error of airpods. I would recommend the 3rd Gen. But for its price its good.,1
2102,112,5,Nice ear buds,2023-06-17 05:32:00,1 month,"The sound quality is very clear and distinct.  They are comfortable in the ear, easy to charge and stay charged for a considerable amount of timd",1
2103,112,5,Airpods,2023-08-10 06:23:00,6 months,Not as expensive as other brands and work just as well and better than most.,1
2104,112,5,Ear pods are good to have,2023-08-04 15:44:00,1 month,"Very easy to use and great quality! 
İt would a nice gift for Christmas or birthday",1
2105,112,5,Great air pods,2023-08-30 09:10:00,1.5 years,Perfect sound and small enough to fit in my purse.,1
2106,112,5,Apple number one,2023-08-11 15:26:00,3 weeks,"Apple is the best 
I tried different brands but nothing  better than Apple",1
2107,112,5,Love it,2023-08-21 18:52:00,3 months,Great purchase thank you I would recommend to buy to a friend,1
2108,112,5,Airport,2023-08-19 10:21:00,3 weeks,It is a Convertible. And good I am recommended everyone get this,1
2109,112,4,AirPod review,2023-09-15 18:25:00,1 year,10/10 I had my AirPods for a few years now it lasted awhile until I washed it in the washer machine on accident sadly,1
2110,112,5,Excellent,2023-05-08 10:25:00,1 month,"Excellent quality product even though it is not the latest generation and it is very easy to use.
Excellent quality product even though it is not the latest generation and it is very easy to use.",1
2111,112,3,Good earbuds but overpaying  for a brand,2023-08-04 18:36:00,2 weeks,"Sound quality is good but the earbuds hurt my ears.  I bought some silicone covers which help but they need to be taken off the earbuds before putting them in the case. Overall I’m happy with them but I haven’t really noticed anything that made them stand out audio quality wise, at least not enough to justify the ridiculous price compared to other quality earbuds. One thing that I love is their connectivity. VERY easy to connect to different devices and it’s quick. Much better experience pairing with AirPods than any other Bluetooth device I’ve owned.",1
2112,112,5,Excellent,2023-07-29 06:40:00,1 month,"Good sound and instant connection with all my Apple products, iPhone,iPad and Mac computer.",1
2113,112,5,Solid,2023-08-28 16:32:00,2 months,Needed new ones and these are very good and reliable,1
2114,112,5,Best earplugs,2023-08-11 11:44:00,8 months,"It’s the best earplugs ever. For the sound, comfortable and light way too.",1
2115,112,5,Pods,2023-07-14 23:47:00,1 year,Love them . My son asking for a new pair gonna get them for his report card. Great kid with excellent grades.,1
2116,112,5,A Must Have!,2023-06-20 13:00:00,1 year,Apple AirPods Are Very Nifty To Have When Traveling Abroad.. Once Charged. Can Provide Hours Of Service And The Sound Quality Is Impressive.,1
2117,112,5,the perfect airpods,2023-08-28 11:20:00,1 month,these work wonderfully and the sound is spectacular!,1
2118,112,5,I have them second time.,2023-06-14 19:07:00,2 months,I lost one of them. And I did not wait to buy the new one again. It works always without any synchronization problems with a high quality sounds...,1
2119,112,5,air pods,2023-05-24 09:31:00,9 months,grandson loves them he lost his first pair that was given to him at school and we tracked him but we just decided to buy a new pair and these work wonderful I see him and his,1
2120,3253,5,Have two pairs,2020-03-23 13:36:00,3 weeks,Great gift for Apple users. Get them while they last!!,1
2121,3253,4,Pods,2022-01-07 16:19:00,3 weeks,I totally stand by my AirPods. The sound is clear.,1
2122,3253,5,Great headphones,2019-08-02 15:49:00,3 weeks,These headphones have made doing things around the house so much easier,1
2123,3253,5,great music features,2019-08-02 15:45:00,3 weeks,i love them!!!! the music plays so clear & they are easy to connect to.,1
2124,3253,5,Love it,2019-11-12 07:25:00,1 week,I recommend Apple  AirPods with Charging Case is an awesome item,1
2125,3253,5,Great for keeping out sounds while listening to mu,2019-08-17 08:00:00,1 month,Quality purchase no hassle good service enjoying the product purchased,1
2126,3253,5,Great sound!,2020-04-15 23:10:00,3 months,These are amazing. Great Sound and work effectively.,1
2127,3253,5,Great for all,2020-01-05 04:11:00,1 month,Love them! Easy to use and wear! Would recommend to everyone,1
2128,3253,5,Perfect private listening,2020-01-18 08:54:00,1 month,The perfect gift. Quick delivery came with free Apple Music,1
2129,3253,5,Great airpods,2020-04-03 15:30:00,4 months,"Great sound with my airpods ,use every day in my home",1
2130,3253,5,Excellent,2020-01-05 01:25:00,1 month,Must have for busy people. Great sound and great microphone.,1
2131,3253,5,Great gift,2020-01-04 21:29:00,3 weeks,Bought as a gift for my 16 year old grandson. He loves them!,1
2132,3253,5,Great,2020-01-04 13:39:00,3 weeks,Bought this for my niece as a gift she absolutely loves them,1
2133,3253,5,Air pods,2020-01-17 18:57:00,1 month,Convenient product. Good quality easy to use...............,1
2134,3253,5,Awesome sound!,2020-01-17 16:53:00,1 month,Great pair of earbuds. They sound great and look great too.,1
2135,3253,5,Great headset,2020-01-17 16:32:00,1 week,Good sound and very easy to pair. Will recommend to friends,1
2136,3253,5,Awesome!,2020-01-17 16:25:00,1 month,"Got them for Christmas and love the clarity, great quality!",1
2137,3253,5,Great sound quality!,2019-08-30 18:31:00,1 month,Comfortable earbuds with great sound quality. Would highly recommend.,1
